scriptures,numbers
"Bible, Genesis, Genesis 1, Genesis 25, Genesis 46, Numbers, Ruth 4, 2 Chro, Ezra 1, Job 19, Psalms, Ps. 18, Isaiah 29, Isaiah 7, Daniel 3, Hosea, Malachi 4, 2 Ne. 27, 3 Ne. 25, 3 Ne. 12, Book of Mormon, New Testament, Matthew 5, Matt. 24, Matt. 5, Mark 1, Mark 2, Mark 16, Mark 7, John 7, John 3, John 15, Rom. 16, Rom. 1, Eph. 3, 2 Thes. 2, 1 Tim. 4, Heb. 11, James 1, 1 Pet. 2, Jude 1, Revelation, Doctrine and Covenants, D&C 4, D&C 2, D&C 87, D&C 121, Abr. 3, Joseph Smith Translation, JST",331
"No scriptures",332
"No scriptures",333
"Book of Mormon, New Testament, Doctrine and Covenants",334
"No scriptures",335
"New Testament, D&C 35",336
"No scriptures",337
"Articles of Faith",338
"Bible, 1 Samuel",339
"Bible, Genesis, Book of Mormon, Doctrine and Covenants, Articles of Faith",340
"No scriptures",341
"No scriptures",342
"Genesis, Book of Mormon",343
"No scriptures",344
"Bible, Genesis, Genesis 6, Genesis 3, Genesis 14, Exodus 28, Psalms, Psalms 110, Ps. 110, Ezekiel, Ezek, 2 Ne. 2, New Testament, Mark 3, John 12, Hebrews, Revelation, D&C 29, Moses 4, Moses 7, Moses 1, Moses 6, JST",345
"Book of Mormon, New Testament, Doctrine and Covenants 42, Doctrine and Covenants, D&C 40, D&C 42",346
"2 Kings, 1 Nephi, Book of Mormon",347
"No scriptures",348
"Genesis, Matt. 5, John 1, John 8, Acts 10, Acts 17, Philip. 2, Doctrine and Covenants, D&C 93, D&C 88",349
"New Testament",350
"Book of Mormon",351
"No scriptures",352
"No scriptures",353
"Col., D&C 98",354
"No scriptures",355
"No scriptures",356
"Amos, Book of Mormon",357
"Bible, Genesis 50, Isaiah 11, Ezekiel, Ezek, Ezekiel 37, 1 Nephi 13, 1 Ne. 13, 1 Ne. 12, 1 Ne. 15, 1 Ne. 14, 1 Ne. 19, 1 Ne. 10, 2 Nephi 3, 2 Nephi 9, 2 Nephi 25, 2 Ne. 3, 2 Ne. 29, 2 Ne. 10, 2 Ne. 1, 2 Ne. 30, Jacob 3, Jacob 5, Enos 1, Words of Mormon, Helaman 15, 3 Ne. 29, 3 Ne. 20, Book of Mormon, Mormon 8, Mormon 5, Romans, Titus, Heb., Doctrine and Covenants 87, D&C 10, D&C 49, D&C 54, A of F, Joseph Smith Translation",358
"Psalms, Ps. 40",359
"Bible, Book of Mormon, Articles of Faith",360
"No scriptures",361
"No scriptures",362
"Book of Mormon",363
"No scriptures",364
"No scriptures",365
"books of Orson and Parley, Genesis 2, 1 Ne. 19, 2 Nephi 2, Book of Mormon, Ether 12, John 1, Doctrine and Covenants 121, D&C 130, D&C 1, Moses 7, Abr. 4",366
"No scriptures",367
"Bible, Genesis 3, Genesis 4, Mosiah 1, Mosiah 3, Alma 5, Alma 19, Book of Mormon, Moroni 10, Matthew 5, Rom. 5, 1 Cor. 3, Ephesians, Eph. 2, James 4, James 2, Doctrine and Covenants, D&C 130, D&C 121, D&C 88, D&C 122, A of F",368
"Bible, Hosea, Book of Mormon",369
"No scriptures",370
"Bible, Genesis, Exodus, Deuteronomy, Isaiah 40, Isaiah 36, Isaiah 2, Isaiah 56, Jer. 32, Ezekiel, Ezek, Ezekiel 16, 1 Ne. 6, 1 Ne. 19, 2 Ne. 33, Jacob 4, Alma 10, Book of Mormon, Mormon 9, Mormon 8, Ether 15, Ether 12, Matthew 26, Mark 14, Luke 22",371
"Bible, Proverbs 4, D&C 88, D&C 130",372
"Bible, Genesis 8, Genesis 12, Ex. 15, Leviticus 1, 2 Kings 14, Psalms 22, Ps. 24, Isaiah 38, Isaiah 45, Isaiah 2, Isaiah 11, Isaiah 26, Ezekiel 4, Jonah 1, Jonah 3, Jonah 4, Micah 7, 1 Ne. 13, 2 Ne. 12, 2 Ne. 30, 3 Ne. 27, New Testament, Matt. 12, Matt. 10, Matt. 19, Matt. 28, Matt. 8, Matt. 27, Matt. 16, Matt. 26, Matt. 1, Matt. 24, Mark 4, Mark 15, Luke 8, Luke 23, Luke 11, Luke 22, John 3, John 18, John 19, John 12, Acts 10, Acts 3, Philip. 2, Hebrews, 1 Pet. 3, D&C 122, D&C 19, D&C 138, D&C 88, D&C 101, Moses 7, JST",373
"books of prose and poetry, Moroni 7",374
"No scriptures",375
"No scriptures",376
"Book of Mormon",377
"No scriptures",378
"No scriptures",379
"Bible, 2 Nephi 25, 2 Ne. 2, 2 Ne. 4, 2 Ne. 25, Book of Mormon, New Testament, Matthew 11, Matt. 7, Matt. 5, Luke 9, John 14, Acts, Rom. 6, Ephesians 2, Philip. 2, Philip. 4",380
"No scriptures",381
"Bible, Genesis 18, Genesis 32, Joshua 5, Judg. 13, Ezekiel, Ezek, New Testament, Matt. 3, Matt. 17",382
"Exodus, Isaiah 35, Jacob 2, Mosiah 2, Alma 4, Book of Mormon, Matt. 4, Matt. 6, 2 Tim. 3, Heb. 11, Doctrine and Covenants, D&C 38, D&C 58, D&C 90",383
"Bible, Genesis 2, Genesis 29, Genesis 41, Genesis 46, Genesis 4, Genesis 1, Leviticus 25, Leviticus 23, Leviticus 12, Leviticus 4, Leviticus 8, Numbers 29, Numbers 1, Joshua 6, Joshua 17, 1 Kings 8, 1 Chronicles 3, 1 Chro, 1 Chr. 7, Psalms, Proverbs 24, Isaiah 11, Isaiah 4, 1 Nephi, 2 Nephi 3, 2 Nephi, 2 Nephi 9, 2 Nephi 28, 2 Ne. 4, 2 Ne. 5, 2 Ne. 14, 2 Ne. 21, 2 Ne. 3, 2 Ne. 9, 2 Ne. 28, Jacob 1, Jacob 4, Jacob 6, Mosiah 25, Mosiah 29, Mosiah 28, Alma 23, Alma 11, Alma 17, Alma 18, Alma 30, Alma 5, Alma 4, Alma 2, Alma 1, Alma 43, Alma 62, Alma 46, Alma 51, Alma 28, Alma 31, Alma 59, Alma 50, Alma 24, Alma 25, Alma 29, Alma 34, Helaman 8, Helaman, Helaman 5, 3 Nephi, 3 Nephi 3, 3 Nephi 6, 3 Ne. 4, 3 Ne. 6, 4 Nephi, 4 Ne., 4 Nep, Book of Mormon, Mormon 1, New Testament, Matthew 1, Matt. 15, Matt. 18, Matt. 13, Matt. 23, Mark 16, Luke 4, John 21, Rom. 8, Rom. 12, Hebrews, 2 John, Revelation, Rev. 1, Rev. 8, Rev. 16, Ten Commandments",384
"No scriptures",385
"Alma 11",386
"Luke 1",387
"Bible, Genesis 16, Exodus 2, Numbers 12, Isaiah 4, Book of Mormon, Luke 13, Rev., Articles of Faith",388
"No scriptures",389
"Genesis",390
"Mosiah 3, New Testament, Matt. 13, Matt. 25, Luke 15, Luke 8",391
"Bible, Genesis, Deuteronomy, Psalms, New Testament, Revelation",392
"Bible, Genesis, Genesis 12, Genesis 18, 2 Ne. 32, Jacob 4, Alma 13, Alma 34, 3 Ne. 9, Book of Mormon, D&C 132, D&C 84, Abr. 1, Abr. 2, JST",393
"No scriptures",394
"No scriptures",395
"No scriptures",396
"No scriptures",397
"No scriptures",398
"No scriptures",399
"Book of Mormon",400
"Genesis 6, Genesis 5, Exodus 25, 1 Kings 6, Psalms, Song, Isaiah 6, Ezekiel 4, Ezekiel, Ezekiel 1, Ezek, Daniel 7, Malachi, New Testament, Revelation",401
"Bible, Genesis, Genesis 14, Psalms, Psalms 110, Ps. 2, Song, New Testament, John 14, Hebrews, Hebrews 12, Hebrews 6, Heb. 11, Heb. 12, D&C 76, Moses 7, JST",402
"Bible, Genesis, Genesis 6, Genesis 2, Genesis 9, Genesis 5, Genesis 14, Exodus 40, Exodus 28, Ex. 4, Isaiah 6, Je 18, Jer. 1, 2 Ne. 2, 2 Ne. 25, 2 Ne. 31, Mosiah 6, Alma 12, New Testament, Matt. 24, Matt. 18, Luke 24, John 16, Heb. 5, Revelation, Doctrine and Covenants, D&C 29, D&C 107, D&C 76, D&C 88, D&C 122, D&C 97, Moses., Moses 5, Moses 6, Moses 2, Moses 4, Moses 3, Moses 7, Moses 8, Moses 1, Abr. 3, Abr. 1, JST",403
"No scriptures",404
"Bible, Book of Mormon",405
"No scriptures",406
"No scriptures",407
"No scriptures",408
"No scriptures",409
"Doctrine and Covenants 132",410
"Bible, New Testament, Hebrews, Revelation",411
"Bible, Genesis, Song, Isaiah 6, Ezekiel, Ezek, Book of Mormon, Revelation, Doctrine and Covenants, Moses., JST",412
"Bible, Genesis 28, Jer. 16, Rom. 11, Doctrine and Covenants 110, D&C 133, Articles of Faith",413
"No scriptures",414
"Bible, 1 Nephi 7, 1 Nephi, 1 Nephi 1, 1 Nephi 8, Mosiah 29, Alma 39, Helaman, 3 Nephi, 4 Nephi, 4 Nep, Book of Mormon",415
"No scriptures",416
"No scriptures",417
"No scriptures",418
"No scriptures",419
"No scriptures",420
"Bible, Ecclesiastes 7, New Testament, Acts, Acts 15, Acts 17, Revelation",421
"1 Ne. 7, 2 Ne. 1, Jacob 1, Alma 30, Helaman 15, Book of Mormon, Mormon 1, Doctrine and Covenants 3",422
"No scriptures",423
"Bible, Genesis 3, Job 25, Psalms, Psalms 22, Psalms 21, Ps. 22, Isaiah 53, Isaiah 6, Isaiah 9, Jer. 22, Ezekiel 27, Zechariah 1, Mosiah 1, Mosiah 5, Alma 7, 3 Ne. 23, 3 Ne. 11, Book of Mormon, New Testament, Matthew 27, Matthew 3, Matt. 27, Matt. 26, Matt. 16, Matt. 5, Mark 15, Mark 8, Mark 14, Luke 22, Luke 23, Luke 2, Luke 24, John 19, John 17, John 8, John 10, Acts 2, 1 Cor. 15, 2 Cor. 5, Gal. 6, Gal. 3, Eph. 4, Philippians 2, Philip. 3, Hebrews 2, Hebrews, Heb., Heb. 12, Rev. 13, Doctrine and Covenants 138, Doctrine and Covenants, Doctrine and Covenants 78, D&C 88, D&C 138, D&C 78, D&C 76, D&C 121, D&C 122, Moses 4, Joseph Smith Translation",424
"Bible, Deuteronomy 18, Isaiah 52, Isaiah 53, Isaiah 29, Isaiah 6, Isaiah 40, Ezekiel, Ezek, Mosiah 1, Mosiah 27, Alma 36, Helaman, Book of Mormon, New Testament, Doctrine and Covenants, D&C 84",425
"No scriptures",426
"Ecclesiastes, Helaman 13, Book of Mormon, Revelation",427
"Genesis 6, 2 Ne. 9, Alma 30, Ether 3, D&C 128, Moses 1",428
"No scriptures",429
"Song",430
"Doctrine and Covenants",431
"No scriptures",432
"No scriptures",433
"Book of Mormon",434
"1 Nephi 11, Helaman 4, Book of Mormon, New Testament, Luke 3, 2 Cor. 6, Doctrine and Covenants, Doctrine and Covenants 130, D&C 130, D&C 131",435
"2 Ne. 25, Book of Mormon, Ether 3, Doctrine and Covenants, D&C 88, D&C 93",436
"Bible",437
"No scriptures",438
"No scriptures",439
"Bible, Genesis 2, Book of Mormon, 1 Cor. 3, Rev.",440
"Genesis, Psalms 69",441
"1 Kings 19, Ether 12, John 3, 1 Cor. 13",442
"No scriptures",443
"Isaiah 54, Matt. 16, Luke 24",444
"Book of Mormon",445
"No scriptures",446
"Psalms",447
"Bible, Book of Mormon",448
"No scriptures",449
"No scriptures",450
"Doctrine and Covenants",451
"Book of Mormon, New Testament",452
"Malachi, Doctrine and Covenants, D&C 110, D&C 130, Ten Commandments",453
"No scriptures",454
"Bible, 2 Nephi 2, Matt. 10, Romans 8, Revelation, D&C 39, D&C 93, Moses 3",455
"No scriptures",456
"Bible, Genesis 27, Genesis 37, 1 Nephi, 1 Ne. 3, 1 Ne. 2, 1 Ne. 18, 1 Ne. 17, 1 Ne. 7, 1 Ne. 15, 1 Ne. 8, 1 Ne. 16, 1 Ne. 4, 2 Nephi, 2 Ne. 5, 2 Ne. 1, 2 Ne. 4, 2 Ne. 2, Jacob 1, Jacob 2, Jacob 7, Jacob 3, Enos 1, Jarom 1, Omni 1, Mosiah 1, Mosiah 27, Mosiah 28, Mosiah 4, Alma 20, Alma 16, Alma 17, Alma 18, Alma 27, Alma 24, Alma 28, Alma 13, 3 Ne. 6, 4 Ne., Book of Mormon",457
"Book of Mormon, D&C 88",458
"Matthew 6",459
"Judg. 14, Ps. 118, Isaiah 7, 2 Ne. 17, Book of Mormon, Ether 2, New Testament, Rev. 10",460
"Mosiah 2, Alma 41, 3 Nephi 27, Book of Mormon, Moroni 7, Matt. 5, John 4, 1 Timothy 1, 1 John 4, D&C 121",461
"Bible, Book of Mormon, New Testament, Articles of Faith",462
"No scriptures",463
"Doctrine and Covenants",464
"No scriptures",465
"Acts",466
"Book of Mormon",467
"Jacob 2, New Testament, Matt. 19, Matt. 5, Matt. 25, Matt. 20, John 15",468
"Bible, Genesis",469
"Mosiah 1, Gal. 6",470
"Judges",471
"Bible, Exodus, Alma 32, Alma 39, Book of Mormon",472
"Book of Mormon",473
"No scriptures",474
"No scriptures",475
"Exodus, Doctrine and Covenants 36",476
"Book of Mormon",477
"Bible, Book of Mormon, New Testament",478
"No scriptures",479
"Book of Mormon, Revelation",480
"No scriptures",481
"Book of Mormon",482
"No scriptures",483
"No scriptures",484
"Numbers",485
"No scriptures",486
"No scriptures",487
"No scriptures",488
"Bible, Genesis 3, Isaiah 48, Isaiah 49, 1 Nephi 13, 1 Nephi 14, 1 Nephi 15, 1 Nephi 3, 1 Nephi 8, 1 Nephi 12, 1 Nephi 10, 1 Nephi 20, 1 Nephi 22, 1 Nephi 21, 1 Nephi 19, 2 Nephi 26, 2 Nephi 31, 2 Nephi 28, Mosiah 1, Mosiah 27, Mosiah 3, Mosiah 25, Alma 19, Alma 62, Alma 51, Alma 17, Alma 27, Alma 42, Alma 39, Alma 43, Alma 47, Alma 37, Alma 24, Alma 2, Alma 21, Alma 33, Helaman 5, Helaman 8, Helaman 6, Helaman, 3 Nephi 16, 3 Nephi 20, 3 Nephi, Book of Mormon, Ether 8, Ether 1, John 1, John 19",489
"No scriptures",490
"Numbers, 1 Nephi, 2 Nephi, Jacob 4, Jacob 5, Omni 1, Words of Mormon, Helaman, 3 Nephi, 4 Nephi, 4 Nep, Book of Mormon, D&C 10",491
"No scriptures",492
"Doctrine and Covenants, D&C 88, D&C 121",493
"Proverbs, Isaiah 49, Isaiah 48, Isaiah 25, Isaiah 27, Ezekiel, Ezek, Ezekiel 38, Daniel 12, Daniel 8, Zechariah, Zechariah 1, Zechariah 14, 1 Nephi, Alma 32, Book of Mormon, Mormon 8, Matt. 24, John 3, Rom. 5, Revelation, Rev. 12, Rev. 2, D&C 20",494
"Book of Mormon",495
"No scriptures",496
"No scriptures",497
"No scriptures",498
"Bible, Book of Mormon",499
"Bible, Jacob 1, Omni 1, Alma 49, Helaman 14, 3 Ne. 1, Book of Mormon, New Testament, Matthew 2, Matthew 27, Matt. 2, Matt. 26, Mark 14, Luke 2, Luke 3, Luke 1, Luke 22, John 2, John 19, John 18, Ephesians, Doctrine and Covenants 20, D&C 20",500
"Bible, Song",501
"Song, Book of Mormon",502
"No scriptures",503
"Bible, Genesis, Doctrine and Covenants, D&C 118",504
"Bible, Book of Mormon, New Testament",505
"Revelation",506
"No scriptures",507
"No scriptures",508
"No scriptures",509
"No scriptures",510
"No scriptures",511
"Bible, Numbers 5, Ezekiel, Ezek, Ezekiel 36, Zechariah 1, Mosiah 1, Mosiah 21, Mosiah 5, Mosiah 4, Mosiah 27, Alma 7, Alma 12, Alma 5, Alma 13, Book of Mormon, Moroni 8, Moroni 4, Moroni 6, Moroni 10, New Testament, Matthew 3, Matt. 3, Mark 1, Luke 3, John 20, Acts 22, Acts 2, Romans 6, Rom. 6, Gal. 3, Eph. 4, Eph. 1, Colossians, Col. 2, Rev. 1, Doctrine and Covenants, Doctrine and Covenants 20, D&C 19, D&C 33, Moses 6, Articles of Faith",512
"No scriptures",513
"Neh, 2 Nephi 30, Mosiah 2, Mosiah 3, Mosiah 1, Mosiah 4, Alma 63, Alma 13, Alma 33, Alma 40, Alma 5, Alma 39, Alma 42, Alma 34, Alma 12, Alma 41, Alma 1, Helaman, Helaman 14, Helaman 5, 3 Nephi 6, Book of Mormon, Ether 3, New Testament, Luke 1, Acts 2, 1 Corinthians 15, Revelation 20, D&C 45, Moses 5",514
"No scriptures",515
"Bible, Neh, Nahum, Alma 37, Book of Mormon",516
"Bible, Genesis 1, Genesis 8, Joshua 10, Psalms, Ps. 148, Alma 30, Helaman 12, Helaman, Helaman 14, Book of Mormon, Acts 17, Hebrews, D&C 88",517
"No scriptures",518
"No scriptures",519
"No scriptures",520
"John 1",521
"Book of Mormon, Revelation, Doctrine and Covenants, Doctrine and Covenants 3, D&C 1",522
"Bible, Book of Mormon, New Testament, Doctrine and Covenants, Articles of Faith",523
"Bible, Book of Mormon, New Testament",524
"Bible, Book of Mormon, Rev. 22",525
"Bible, Deuteronomy, Psalms, Proverbs, Jer. 36, New Testament, Doctrine and Covenants",526
"Book of Mormon",527
"No scriptures",528
"No scriptures",529
"Amos, Book of Mormon, Revelation, Doctrine and Covenants",530
"Bible, Malachi 3, Doctrine and Covenants 97, D&C 133",531
"No scriptures",532
"Bible, Book of Mormon, New Testament, Acts 22, Revelation, Rev., Doctrine and Covenants, Moses., Articles of Faith",533
"No scriptures",534
"No scriptures",535
"Bible, Ex. 28, Numbers, Ps. 24, Jer. 7, 1 Ne. 11, 2 Ne. 31, Mosiah 1, Alma 18, Alma 7, Alma 8, 3 Ne. 9, 3 Ne. 11, 3 Ne. 12, 3 Ne. 18, 3 Ne. 19, 3 Ne. 26, 3 Ne. 27, 3 Ne. 28, 3 Ne. 30, 4 Ne., Book of Mormon, Mormon 7, Ether 12, Moroni 6, Moroni 10, New Testament, Matt. 3, Matt. 7, Mark 1, Luke 3, Luke 13, John 1, John 3, Acts 1, Acts 2, Acts 8, Acts 10, Acts 11, Acts 19, 1 Corinthians 12, 1 Cor. 12, Ephesians 1, Ephesians, Eph. 5, Philippians 2, Revelation, Revelation 19, Doctrine and Covenants, D&C 50, D&C 88, D&C 46, D&C 76, D&C 1, D&C 84, D&C 105, D&C 27, D&C 19, D&C 20, D&C 33, D&C 35, D&C 39, D&C 55, D&C 68, D&C 5, Moses 1",536
"Book of Mormon, Titus",537
"Genesis, Ezekiel, Ezek, Book of Mormon, Revelation, Facsimile",538
"No scriptures",539
"No scriptures",540
"Bible, New Testament",541
"No scriptures",542
"Bible, Genesis, Genesis 4, Psalms, Ps. 51, Isaiah 6, 2 Ne. 31, Mosiah 3, Alma 41, Alma 13, Helaman 14, Book of Mormon, Ether 3, Moroni 8, Moroni 7, Moroni 6, New Testament, Matt. 18, Matt. 10, Matt. 12, Mark 13, Luke 9, John 13, John 15, John 17, John 1, John 10, John 14, Acts 2, Romans 8, Rom. 3, Rom. 5, Heb. 2, Heb. 6, James 5, 1 Jn. 2, Rev. 13, Doctrine and Covenants, D&C 10, D&C 121, D&C 18, D&C 84, D&C 6, D&C 20, D&C 93, Moses 6, Moses 7, Moses 3, Moses 5, Abr. 3, Joseph Smith Translation, JST",543
"Bible, Exodus, Mosiah 1, Alma 32, Book of Mormon, New Testament, Matt. 20, John 1, John 3, 1 Cor. 2, Doctrine and Covenants 50, Doctrine and Covenants, D&C 88, D&C 90, Ten Commandments",544
"No scriptures",545
"Bible, Ps. 146, Isaiah 29, Zeph. 3, New Testament, Matthew 13, Matt. 28, Matt. 15, Matt. 13, Luke 10, John 9, Eph. 2, Eph. 4, Hebrews 6, Rev. 3",546
"Song, 1 Ne. 10, Jacob 3, Mosiah 4, Alma 5, Book of Mormon, Ether 3, Moroni 7, New Testament, Matt. 25, Matt. 16, Mark 3, Mark 16, Luke 24, John 20, Doctrine and Covenants, D&C 68, D&C 42, D&C 19, D&C 88, Moses 7, Moses 1, Moses 6",547
"Bible, Book of Mormon, Titus",548
"Bible, Genesis, Ex. 15, Deuteronomy, Deuteronomy 32, Job 1, Psalms, Psalms 16, Psalms 139, Je 1, Daniel 12, Amos, Jonah 2, New Testament, Revelation, Doctrine and Covenants, D&C 93, D&C 49",549
"Deuteronomy 18, Book of Mormon, New Testament",550
"Book of Mormon",551
"No scriptures",552
"Moses.",553
"Bible, Genesis 3, Psalms, Psalms 19, Isaiah 40, Micah 6, Micah, New Testament, Matthew 18, Luke 6, James 1",554
"Book of Mormon, Doctrine and Covenants, D&C 135",555
"Isaiah 55, Helaman, Book of Mormon, Matt. 10, Matt. 23, James 2, D&C 68, D&C 121, D&C 88, D&C 38, Moses 1",556
"No scriptures",557
"Bible, Doctrine and Covenants",558
"Bible, Doctrine and Covenants",559
"Book of Mormon",560
"No scriptures",561
"Bible, Genesis, Exodus 20, Deuteronomy 5, Job 19, Psalms, Psalms 23, Ecclesiastes, New Testament",562
"Bible, Psalms, Book of Mormon, D&C 9",563
"No scriptures",564
"No scriptures",565
"No scriptures",566
"No scriptures",567
"Bible, Book of Mormon, Acts, Revelation, Doctrine and Covenants, D&C 19, Joseph Smith—History",568
"Bible, Book of Mormon, Acts, Doctrine and Covenants, D&C 104",569
"No scriptures",570
"Bible, Hosea, Alma 7, Book of Mormon, Mark 14, James 5, Revelation, D&C 10, D&C 42",571
"No scriptures",572
"Matt. 19, Mark 10, John 10, Moses 4",573
"No scriptures",574
"D&C 93",575
"Bible, Book of Mormon, New Testament, D&C 9",576
"Song, New Testament",577
"No scriptures",578
"No scriptures",579
"New Testament, Romans, Gal. 3, Doctrine and Covenants, D&C 88, D&C 103, D&C 105",580
"Numbers 8, Numbers, Deuteronomy, Psalms 32, Psalms 96, Psalms, Mosiah 1, Book of Mormon, New Testament",581
"Genesis, D&C 88, Moses 1, Joseph Smith Translation",582
"Song",583
"No scriptures",584
"Genesis 1, Song, 3 Ne. 27, Matt. 6, Matt. 11, John 17",585
"No scriptures",586
"Book of Mormon",587
"Bible, Book of Mormon, New Testament",588
"Book of Mormon, Matt. 5, Acts, Acts 2, D&C 51, D&C 89, Moses 7",589
"No scriptures",590
"No scriptures",591
"No scriptures",592
"Bible, Genesis 1, Deuteronomy 22, Proverbs, Ezekiel 16, Ezek, New Testament",593
"Bible",594
"Book of Mormon, Doctrine and Covenants",595
"No scriptures",596
"No scriptures",597
"Exodus 12, Ex. 12, Ex. 23, 1 Chri, Omni 1, 3 Nephi, 3 Nephi 8, 3 Ne. 1, 3 Ne. 2, 3 Ne. 8, Book of Mormon, New Testament, Matt. 2, Matt. 28, Matt. 16, Matt. 27, Matt. 26, Mark 16, Mark 9, Mark 15, Mark 14, Luke 24, Luke 9, Luke 23, Luke 4, Luke 22, Luke 2, Luke 1, Luke 3, John 20, John 19, John 2, John 6, John 12, John 5, Doctrine and Covenants 20, Doctrine and Covenants, D&C 20, D&C 21",598
"Habakkuk, Habakkuk 3, Alma 32, Hebrews 11",599
"Bible, 1 Ne. 11, 1 Ne. 3, 1 Ne. 6, 1 Ne. 10, 1 Ne. 15, 1 Ne. 19, 1 Ne. 14, 1 Ne. 21, 1 Ne. 13, 2 Ne. 3, 2 Ne. 29, Alma 32, Alma 12, 3 Ne. 15, Book of Mormon, Moroni 7, Col. 2, James 1, 2 Pet. 1, 2 Pet. 3, Revelation, Doctrine and Covenants, Doctrine and Covenants 98, D&C 93, D&C 1, D&C 9",600
"Isaiah 11, John 10, Doctrine and Covenants",601
"Book of Mormon",602
"No scriptures",603
"Leviticus 24, Judges, Song, Mosiah 3, Mosiah 5, Alma 36, Helaman 9, Book of Mormon, Matthew 10, Doctrine and Covenants, Abr. 3",604
"No scriptures",605
"No scriptures",606
"Book of Mormon",607
"No scriptures",608
"No scriptures",609
"No scriptures",610
"No scriptures",611
"No scriptures",612
"Bible, Genesis, Exodus, Deuteronomy, Ps. 24, Malachi, Malachi 4, Jacob 2, Book of Mormon, Mormon 8, New Testament, Luke 12, D&C 104, D&C 49, D&C 70, D&C 1, D&C 59, D&C 121, Moses 7, Moses 3, Abraham 4",613
"Articles of Faith",614
"Zechariah 1, Rev. 6",615
"No scriptures",616
"Psalms 137, Malachi, 2 Ne. 9, 3 Ne. 27, John 1, Revelation 12, Rev. 18, D&C 46, D&C 50, D&C 132, Moses 1, Facsimile",617
"No scriptures",618
"No scriptures",619
"Bible, Deuteronomy 6, Psalms 82, Psalms, Psalms 110, Ps. 89, Ps. 110, Daniel 7, Zechariah 14, Mosiah 3, 3 Ne. 11, Book of Mormon, New Testament, Matt. 28, Mark 12, John 20, John 17, John 1, John 5, John 10, 1 Cor. 8, Hebrews, Doctrine and Covenants, D&C 38, Moses 1",620
"Bible",621
"No scriptures",622
"No scriptures",623
"No scriptures",624
"No scriptures",625
"Bible",626
"Song",627
"No scriptures",628
"No scriptures",629
"D&C 88",630
"No scriptures",631
"No scriptures",632
"Bible, Book of Mormon, New Testament, John 1, Doctrine and Covenants, Joseph Smith Translation, JST",633
"No scriptures",634
"Book of Mormon, New Testament, Revelation, D&C 20, D&C 21",635
"Bible, Genesis, Mosiah 2, Book of Mormon, New Testament, Matt. 22, John 1, D&C 76, D&C 130, Moses 7",636
"No scriptures",637
"Bible, Isaiah 2, Isaiah 35, D&C 130",638
"Genesis 18, Song, Matthew 23, Abraham 3",639
"No scriptures",640
"No scriptures",641
"No scriptures",642
"Bible, Genesis 49, Psalms, Isaiah 1, Ezekiel, Ezekiel 37, Ezek, Ezekiel 6, Ezekiel 31, Alma 5, Book of Mormon, Hebrews 11, Rev. 14, D&C 88, Moses., Ten Commandments",643
"Isaiah 5, Matt. 5, D&C 38, D&C 64, D&C 68",644
"No scriptures",645
"Alma 40",646
"Bible, Genesis, Book of Mormon, New Testament",647
"Song, Doctrine and Covenants",648
"New Testament",649
"No scriptures",650
"Philippians 4, Ten Commandments",651
"Bible, Genesis, Book of Mormon, Articles of Faith",652
"No scriptures",653
"No scriptures",654
"No scriptures",655
"Genesis, JST",656
"No scriptures",657
"No scriptures",658
"Song",659
"Book of Mormon, New Testament, Acts, Revelation",660
"Bible",661
"Amos, Col.",662
"Hosea, Amos",663
"Col.",664
"Book of Mormon, Col., Revelation, Doctrine and Covenants",665
"No scriptures",666
"Genesis, Col.",667
"No scriptures",668
"No scriptures",669
"Revelation, Doctrine and Covenants, D&C 21",670
"Book of Mormon, Revelation, Doctrine and Covenants, D&C 47, D&C, D&C 14, D&C 29, D&C 43, D&C 54, D&C 64, JST",671
"Bible, Book of Mormon, New Testament, Revelation, Doctrine and Covenants, Doctrine and Covenants 30, D&C 47, D&C 35, D&C 44, D&C 57, D&C 69, D&C 33",672
"Bible, New Testament, Revelation, Doctrine and Covenants, D&C 25, D&C",673
"Bible, Book of Mormon, Revelation, Doctrine and Covenants, D&C 20, D&C 8, D&C 70, D&C, D&C 9, D&C 67, D&C 17",674
"Book of Mormon, Revelation, Doctrine and Covenants",675
"2 Nephi 2, Book of Mormon",676
"Micah",677
"Song",678
"Mosiah 3, Alma 42, Book of Mormon, John 15",679
"Bible, Book of Mormon, Revelation, Doctrine and Covenants",680
"Moses.",681
"No scriptures",682
"New Testament, John 20, Acts 3, Revelation",683
"No scriptures",684
"Bible, New Testament, Revelation",685
"Book of Mormon",686
"New Testament",687
"Book of Mormon",688
"Book of Mormon",689
"Alma 12, Matt. 10, Luke 9",690
"Bible, Genesis, Genesis 1, Genesis 22, Genesis 3, Exodus 24, Exodus 33, Ex. 32, Deuteronomy 6, Ps. 82, Isaiah 5, Isaiah 42, Jer. 18, Ezekiel, Ezek, Ezekiel 1, Hosea, Hosea 1, Malachi 2, Mosiah 1, Alma 11, Book of Mormon, Ether 3, New Testament, Luke 24, John 14, Acts 1, Acts 17, Rom. 6, Rom. 4, Rom. 8, Philip. 3, Col. 1, Hebrews, Heb. 1, Heb. 11, James 2, Jude 1, Rev. 4, Rev. 1, Rev. 12, D&C 130, D&C 131, D&C 93, D&C 20, D&C 88, D&C 82, Moses 4, Moses 1, Abraham 3, Joseph Smith—History, Articles of Faith",691
"New Testament",692
"Bible",693
