scriptures,numbers
"2 Chri, Isaiah 53, Joel 3, Book of Mormon, New Testament, Matthew 6, Luke 2, Luke 1, John 1, John 3, John 14, 1 Cor. 15, Col., Revelation, Doctrine and Covenants, D&C 35, D&C 37, D&C 71",1160
"No scriptures",1161
"No scriptures",1162
"Bible, 2 Ne. 29, Book of Mormon, 3 John, Doctrine and Covenants, D&C 1, D&C 20",1163
"No scriptures",1164
"No scriptures",1165
"Bible, Genesis, Book of Mormon, Ether 3, New Testament, Hebrews, Ten Commandments",1166
"Bible",1167
"No scriptures",1168
"No scriptures",1169
"No scriptures",1170
"No scriptures",1171
"No scriptures",1172
"Doctrine and Covenants 77",1173
"No scriptures",1174
"No scriptures",1175
"No scriptures",1176
"Genesis 18, Genesis 14, Genesis 49, Doctrine and Covenants, D&C 136, D&C 132, Abr. 1, Abr. 2, Abr. 3, JST",1177
"D&C 126",1178
"No scriptures",1179
"Bible, Book of Mormon, Revelation, Doctrine and Covenants",1180
"Book of Mormon",1181
"No scriptures",1182
"Bible, New Testament, Revelation, D&C 1",1183
"No scriptures",1184
"Mosiah 7",1185
"No scriptures",1186
"Bible, Genesis, Genesis 1, Mosiah 4, Alma 30, Helaman 12, Book of Mormon, Luke 4, Rom. 1, Colossians 1, Doctrine and Covenants 29, Doctrine and Covenants 59, D&C 130, D&C 93, D&C 131, D&C 88, D&C 121, D&C 49, D&C 84, D&C 59, D&C 42, D&C 78, D&C 104, Moses 4, Moses 3, Moses 7, Moses 6, Abr. 4, A of F",1187
"No scriptures",1188
"Bible, Genesis, Genesis 22, Alma 7, Book of Mormon, Ether 12, New Testament, Mark 9, John 17, John 1, Doctrine and Covenants 93, D&C 50, D&C 1, D&C 88",1189
"No scriptures",1190
"No scriptures",1191
"Book of Mormon, New Testament",1192
"No scriptures",1193
"No scriptures",1194
"Bible, Book of Mormon, New Testament",1195
"Song",1196
"Bible, Genesis 26, Genesis, Genesis 1, Genesis 23, Genesis 5, Ex. 20, Ex. 19, Judges, Ruth 1, 2 Chro, Ps. 127, Jer. 14, Jer. 12, Joel 2, Malachi, Book of Mormon, New Testament, Matthew 23, Matthew 1, Matt. 1, Mark 7, Luke 15, John 6, Acts 10, Acts 11, Titus 3, D&C 45, Joseph Smith Translation",1197
"No scriptures",1198
"Bible, Judges, Book of Mormon, Rev.",1199
"Job 5",1200
"No scriptures",1201
"No scriptures",1202
"No scriptures",1203
"No scriptures",1204
"Book of Mormon, Articles of Faith",1205
"Bible, Book of Mormon, Rev.",1206
"No scriptures",1207
"Bible",1208
"No scriptures",1209
"No scriptures",1210
"Bible, Book of Mormon",1211
"No scriptures",1212
"Book of Mormon",1213
"No scriptures",1214
"No scriptures",1215
"No scriptures",1216
"Bible, Book of Mormon, Doctrine and Covenants 100, Doctrine and Covenants, D&C 100",1217
"Book of Mormon, Mark 10, Rom. 7, 1 Peter, Doctrine and Covenants, D&C 21",1218
"No scriptures",1219
"Bible",1220
"Song, Ether 12, D&C 82, D&C 84",1221
"No scriptures",1222
"No scriptures",1223
"Bible, Proverbs 27, Ezekiel 16, Ezek, Book of Mormon, Romans",1224
"Mosiah 1, Alma 16, Book of Mormon, Moroni 10, Matt. 18, D&C 28, D&C 58, D&C 19, D&C 88, Joseph Smith—History",1225
"No scriptures",1226
"Book of Mormon, New Testament",1227
"No scriptures",1228
"No scriptures",1229
"Bible, New Testament, Romans",1230
"Song",1231
"D&C 121",1232
"No scriptures",1233
"No scriptures",1234
"No scriptures",1235
"No scriptures",1236
"No scriptures",1237
"3 Ne. 19, Book of Mormon, Luke 22, Luke 24, 1 Cor. 2, Doctrine and Covenants 93, D&C 67, JST",1238
"No scriptures",1239
"1 Ne. 19, Matt. 22, Doctrine and Covenants",1240
"Bible, Isaiah 53, Book of Mormon, New Testament, Mark 10, Luke 15, John 5, Acts 17",1241
"No scriptures",1242
"Isaiah 6",1243
"Bible, Genesis 1, Genesis 49, Genesis 2, Genesis 3, Genesis 14, Deuteronomy 32, Psalms, Psalms 29, Psalms 82, Psalms 89, Psalms 68, Book of Mormon, New Testament, Hebrews, Revelation",1244
"Bible, Judges, Book of Mormon, New Testament, Matt. 18, Rom. 8, Eph. 3, Philem., Doctrine and Covenants, Doctrine and Covenants 121, D&C 121, D&C 122, D&C 123",1245
"No scriptures",1246
"Isaiah 6, Amos, Micah 4, Book of Mormon, Matthew 1, Mark 1, John 7, Romans 11, Galatians, Titus, Revelation 14",1247
"Bible, Omni 1, Mosiah 7, Alma 22, Alma 6, 3 Nephi 8, Book of Mormon, Ether 10, Luke 10",1248
"No scriptures",1249
"No scriptures",1250
"Book of Mormon",1251
"Acts 15",1252
"Bible, Matthew 13, D&C 1",1253
"No scriptures",1254
"No scriptures",1255
"Genesis 29",1256
"Book of Mormon",1257
"Bible, Book of Mormon",1258
"2 Samuel",1259
"No scriptures",1260
"D&C 136",1261
"No scriptures",1262
"Leviticus 16",1263
"No scriptures",1264
"Book of Mormon",1265
"No scriptures",1266
"Book of Mormon",1267
"No scriptures",1268
"D&C 101",1269
"No scriptures",1270
"No scriptures",1271
"No scriptures",1272
"Bible, Book of Mormon",1273
"Genesis, Amos, D&C 136",1274
"No scriptures",1275
"No scriptures",1276
"Bible, 2 Ne. 2, Book of Mormon, New Testament, John 14, Acts 4, Heb. 5, Doctrine and Covenants, D&C 84, D&C 93, D&C 135, D&C 121, D&C 122",1277
"No scriptures",1278
"Eph. 2, Heb. 11, D&C 38",1279
"Book of Mormon, Doctrine and Covenants",1280
"Bible, Book of Mormon, Hebrews",1281
"Bible, Genesis 19, Book of Mormon, New Testament, Matthew 24, John 4, D&C 103, D&C 105",1282
"D&C 103",1283
"No scriptures",1284
"Ex. 13, Hosea, D&C 57, D&C 103, D&C 101, D&C 105",1285
"No scriptures",1286
"Book of Mormon, Acts",1287
"No scriptures",1288
"No scriptures",1289
"Book of Mormon",1290
"New Testament",1291
"Bible",1292
"Exodus, 1 Nephi, Mosiah 20, Book of Mormon",1293
"Genesis",1294
"Doctrine and Covenants 121, D&C 88",1295
"No scriptures",1296
"Bible, Genesis 43, Job 4, Ps. 139, Song of Solomon 5, Song, Je 20, Mosiah 1, Mosiah 3, Alma 26, Alma 7, Alma 34, 3 Ne. 17, Book of Mormon, New Testament, Matt. 15, Matt. 9, Matt. 18, Matt. 20, Mark 7, Mark 14, Mark 15, Luke 10, Luke 7, Luke 15, John 3, John 16, Acts, Philip. 1, Col. 2, Philemon, Philemo, Philem., Hebrews, Hebrews 5, Doctrine and Covenants 93, Doctrine and Covenants 121, D&C 1, D&C 121, Moses 7",1297
"No scriptures",1298
"Acts",1299
"Bible, New Testament, Matthew 19, Luke 2, Acts, Revelation",1300
"D&C 89",1301
"No scriptures",1302
"Bible",1303
"No scriptures",1304
"Bible, Book of Mormon, Revelation",1305
"Helaman, Book of Mormon",1306
"No scriptures",1307
"Bible, 2 Ne. 9, Book of Mormon, D&C 88",1308
"No scriptures",1309
"No scriptures",1310
"Book of Mormon",1311
"No scriptures",1312
"No scriptures",1313
"No scriptures",1314
"No scriptures",1315
"No scriptures",1316
"No scriptures",1317
"No scriptures",1318
"Bible, Genesis, Genesis 11, Ex. 32, Ex. 19, Ex. 24, Isaiah 2, Joel 3, Mosiah 1, Mosiah 4, Alma 41, Book of Mormon, Ether 13, Matt. 6, Acts 19, Ephesians, Doctrine and Covenants 76, D&C 97, Moses., Moses 7, Moses 1, Abr. 1, Abr. 2",1319
"No scriptures",1320
"Bible, Genesis 9, Proverbs 12, Isaiah 11, Ezekiel 34, Hosea 2, Mosiah 27, Book of Mormon, Doctrine and Covenants, D&C 89, D&C 29, D&C 121, D&C 88, D&C 93, Moses 1, Moses 7, Moses 3, JST",1321
"No scriptures",1322
"No scriptures",1323
"No scriptures",1324
"No scriptures",1325
"Exodus 20, Jacob 2, Acts 4, Doctrine and Covenants 134, Doctrine and Covenants, Doctrine and Covenants 104, D&C 134",1326
"No scriptures",1327
"No scriptures",1328
"Book of Mormon",1329
"Bible",1330
"Bible, Book of Mormon, New Testament, Doctrine and Covenants 134, Doctrine and Covenants, D&C 58, A of F",1331
"Bible, Mosiah 5, Alma 34, Helaman 12, Book of Mormon, Moroni 8, New Testament, John 14, John 17, John 10, Eph. 4, Doctrine and Covenants, Joseph Smith Translation",1332
"Bible, Ezekiel 18, Mosiah 3, Mosiah 2, Alma 34, Alma 42, Book of Mormon, Moroni 8, Rom. 5, Doctrine and Covenants, D&C 1, D&C 93, D&C 130, D&C 19, Moses 7",1333
"No scriptures",1334
"No scriptures",1335
"No scriptures",1336
"Bible, New Testament, Revelation, Revelation 4, Rev. 14, Joseph Smith Translation, JST",1337
"No scriptures",1338
"Bible, Book of Mormon, New Testament, Revelation",1339
"Revelation",1340
"New Testament, Epistles of Paul, Articles of Faith, Joseph Smith Translation",1341
"No scriptures",1342
"Bible, Amos, Book of Mormon, New Testament, Doctrine and Covenants, Doctrine and Covenants 84, D&C 84",1343
"No scriptures",1344
"Bible, Genesis, Genesis 42, Genesis 1, Leviticus 19, Leviticus 18, Numbers 19, Deuteronomy 6, 1 Samuel 17, Ps. 2, Ps. 118, Isaiah 53, Jer. 7, Hosea 6, 1 Ne. 11, 1 Ne. 13, 2 Ne. 4, Jacob 4, Jacob 7, Alma 12, Alma 7, Alma 42, Moroni 7, New Testament, Matthew 6, Matthew 16, Matthew 5, Matt. 22, Matt. 18, Matt. 24, Matt. 25, Matt. 13, Matt. 21, Matt. 27, Matt. 5, Matt. 7, Matt. 8, Matt. 19, Mark 4, Mark 12, Mark 11, Luke 10, Luke 8, Luke 18, Luke 19, Luke 20, Luke 15, Luke 2, Luke 6, John 10, John 8, John 1, John 15, John 4, John 6, John 5, 1 Cor. 10, Heb. 1, James 5, D&C 122, D&C 138, Moses 1, Moses 3, Moses 5, Moses 6, Moses 7",1345
"No scriptures",1346
"Joshua 10, New Testament, Matt. 11, John 14, John 3, 1 Cor. 12",1347
"No scriptures",1348
"No scriptures",1349
"Bible, Revelation, Doctrine and Covenants, D&C 118",1350
"No scriptures",1351
"D&C 107",1352
"No scriptures",1353
"No scriptures",1354
"No scriptures",1355
"No scriptures",1356
"No scriptures",1357
"1 Peter 3",1358
"No scriptures",1359
"Bible, Facsimile, Joseph Smith Translation, JST",1360
"No scriptures",1361
"Joel 2",1362
"Bible, Genesis 50, Mosiah 8, Book of Mormon, Acts 7, Acts 3, Doctrine and Covenants, D&C 21, D&C 27, D&C 76, D&C 107, D&C 110, D&C 52, D&C 32, D&C 88, D&C 95, D&C 97, D&C 115, D&C 124, JST",1363
"Bible, Book of Mormon, Doctrine and Covenants",1364
"No scriptures",1365
"No scriptures",1366
"Bible, Book of Mormon, James 1",1367
"Bible, Job 13, Alma 37, Book of Mormon, Ether 6, Ether 2, John 10, Revelation, Rev. 21, Doctrine and Covenants 128, D&C 50, D&C 43, D&C 76, D&C 122, D&C 121, D&C 27, D&C 128, Moses 7, Joseph Smith—History",1368
"Bible, Book of Mormon, Moses 5",1369
"No scriptures",1370
"D&C 123",1371
"Bible, Book of Mormon",1372
"Bible, Isaiah 48, Isaiah 2, Isaiah 52, Isaiah 50, Mosiah 1, Book of Mormon, Revelation",1373
"Bible, Book of Mormon, Mark 6",1374
"No scriptures",1375
"Book of Mormon",1376
"No scriptures",1377
"No scriptures",1378
"No scriptures",1379
"No scriptures",1380
"No scriptures",1381
"Book of Mormon",1382
"Matt. 10, Luke 17, Eph. 4, Doctrine and Covenants, Doctrine and Covenants 89, D&C 88, D&C 121, D&C 38",1383
"Genesis, Genesis 9, Jer. 16, Book of Mormon, Revelation, D&C 59, D&C 49, JST",1384
"No scriptures",1385
"Bible, New Testament",1386
"Ps. 69, Ps. 51, Matt. 27, Mark 15, Luke 23, John 19, John 20, John 10",1387
"No scriptures",1388
"Song, Book of Mormon, Luke 10, Acts 10, James 1, D&C 121, Moses 7",1389
"Book of Mormon, Ether 10",1390
"Bible, Isaiah 40, Matt., Revelation",1391
"Mark 8, Mark 7, Mark 10, Luke 17, Luke 10",1392
"No scriptures",1393
"No scriptures",1394
"No scriptures",1395
"Bible, Book of Mormon",1396
"No scriptures",1397
"No scriptures",1398
"Bible, Mosiah 24, Helaman 6, Book of Mormon",1399
"Bible, Genesis, Judges, Matthew 3, Luke 2, Doctrine and Covenants, Joseph Smith Translation",1400
"Book of Mormon",1401
"Rev.",1402
"No scriptures",1403
"Habakkuk, Haggai",1404
"No scriptures",1405
"No scriptures",1406
"Hosea",1407
"Genesis 2, Job 38, Psalms 98, Psalms, Song, Isaiah 17, Alma 36, Book of Mormon, Doctrine and Covenants, D&C 25, D&C 75, D&C 4",1408
"No scriptures",1409
"Alma 7",1410
"No scriptures",1411
"No scriptures",1412
"Book of Mormon",1413
"Bible, Book of Mormon, New Testament, Luke 2",1414
"Alma 50, Helaman 3, 3 Nephi, Book of Mormon, D&C 90, D&C 131",1415
"No scriptures",1416
"Book of Mormon, Moroni 8, New Testament, Romans 2, Romans 7, Romans 3, Doctrine and Covenants 76, Doctrine and Covenants 137, Doctrine and Covenants, D&C 76",1417
"New Testament, Revelation, Revelation 14",1418
"Bible",1419
"Book of Mormon",1420
"No scriptures",1421
"No scriptures",1422
"Book of Mormon, Hebrews",1423
"Ten Commandments",1424
"No scriptures",1425
"Exodus, New Testament, Doctrine and Covenants",1426
"No scriptures",1427
"No scriptures",1428
"No scriptures",1429
"Bible, Book of Mormon",1430
"Bible, Genesis 5, Song, Daniel 7, 1 Cor. 14, D&C 25, D&C 29, Moses 7",1431
"Helaman",1432
"No scriptures",1433
"Bible, Moses 7",1434
"Bible, Joel 2, Book of Mormon, Matthew 10, Revelation, Rev. 21",1435
"1 Nephi, Mosiah 7, Alma 5, Alma 32, 3 Nephi, Book of Mormon",1436
"No scriptures",1437
"No scriptures",1438
"Genesis",1439
"No scriptures",1440
"Habakkuk, Haggai",1441
"No scriptures",1442
"No scriptures",1443
"2 Nephi 25, 1 John, 3 John",1444
"Eph. 2",1445
"No scriptures",1446
"No scriptures",1447
"No scriptures",1448
"3 Ne. 12, Book of Mormon, Matt. 5, Luke 6, Doctrine and Covenants, Articles of Faith",1449
"No scriptures",1450
"Alma 12, Book of Mormon",1451
"No scriptures",1452
"Alma 18",1453
"Song, New Testament, Mark 12, Luke 24, John 20, Acts 4, Moses., Articles of Faith",1454
"No scriptures",1455
"Book of Mormon, Doctrine and Covenants, Doctrine and Covenants 84, Doctrine and Covenants 128, D&C 27, D&C 50, D&C 18",1456
"Book of Mormon, Doctrine and Covenants",1457
"Book of Mormon",1458
"No scriptures",1459
"No scriptures",1460
"No scriptures",1461
"Book of Mormon",1462
"No scriptures",1463
"Ex. 13, Ex. 24, Leviticus 16, Numbers 11, Numbers 16, Job 38, Ps. 93, Ps. 148, Ps. 43, Proverbs, Proverbs 15, Isaiah 14, Isaiah 55, Isaiah 2, Isaiah 44, Ezekiel 10, Daniel 12, Joel 2, Alma 30, Alma 38, 4 Nev, Book of Mormon, Ether 12, Ether 3, Ether 2, New Testament, Matt. 7, Matt. 5, Matt. 17, Matt. 24, Luke 1, Luke 21, John 8, John 17, John 10, Acts 1, Eph. 2, Revelation, Rev. 12, Rev. 22, Rev. 14, Rev. 1, Doctrine and Covenants, Doctrine and Covenants 88, D&C 76, D&C 41, D&C 93, D&C 29, D&C 107, D&C 27, D&C 88, D&C 38, D&C 39, D&C 42, D&C 128, D&C 13, D&C 84, D&C 81, D&C 101, D&C 34, D&C 45, Abr. 3",1464
"Bible, Book of Mormon",1465
"No scriptures",1466
"Ps. 149, Ps. 30, Je 31, Jer. 31",1467
"No scriptures",1468
"Book of Mormon",1469
"No scriptures",1470
"Book of Mormon",1471
"No scriptures",1472
"No scriptures",1473
"No scriptures",1474
"Doctrine and Covenants 124, D&C 124",1475
"No scriptures",1476
"No scriptures",1477
"No scriptures",1478
"Book of Mormon",1479
"Mosiah 1",1480
"No scriptures",1481
"No scriptures",1482
"No scriptures",1483
"No scriptures",1484
"No scriptures",1485
"No scriptures",1486
"No scriptures",1487
"Bible, Joshua 4, Psalms, Psalms 82, Ezekiel, Ezek, Ezekiel 37, Romans, Titus",1488
"Ex. 1, Zechariah, New Testament, Matthew 2, Matt. 2, Luke 1, Romans, Titus",1489
"New Testament, Matt. 25, Matt. 18, Mark 12, Luke 16, Romans, 1 Cor. 16, Titus",1490
"New Testament, Matt. 14, Matt. 4, Mark 10, Mark 14, Mark 11, Luke 10, Luke 18, Luke 2, Luke 23, Luke 1, John 2, Acts 10, Acts 25, Acts 23, Acts 26, Acts 3, Acts 21, Romans",1491
"New Testament",1492
"Bible, Joshua 20, Joshua 11, Judg. 4, Isaiah 9, New Testament, Matt. 20, Mark 12, Acts 4, Acts 12, Acts 24, Romans, Titus",1493
"Numbers 25, New Testament, Matt. 10, Mark 3, Luke 6, Luke 20, Acts 5, Acts 22, Acts 1, Romans, Rom. 13, Gal. 1, Titus",1494
"Je 7, Ezek, Hosea 7, New Testament, Matthew 6, Matthew 21, Matthew 27, Matt. 24, Matt. 26, Luke 10, Luke 23, John 12, John 18, Romans, 2 Cor. 11",1495
"Isaiah 22, New Testament, Matt. 16, Luke 11, Romans, Revelation, Rev. 3, Rev. 1, Rev. 9",1496
"Bible, Matthew 25",1497
"Bible, Genesis 19, Genesis 18, Exodus, Ex. 3, Ex. 12, Joshua 5, Judges, Ruth 4, Isaiah 20, Ezekiel 24, 1 Ne. 10, New Testament, Matt. 3, Mark 1, Luke 7, Luke 13, Luke 3, John 13, John 1, Romans",1498
"Bible, Genesis 9, Genesis 49, Genesis 14, Genesis 35, Leviticus 19, Leviticus 10, Numbers 18, Numbers 15, Numbers 4, Numbers 6, Numbers 13, Deuteronomy 8, Ruth 2, Psalms, Ps. 128, Song of Solomon 8, Song, Isaiah 5, Isaiah 16, Isaiah 49, Isaiah 6, Jer. 9, Jer. 16, Jer. 25, Lamentations, Lamentations 1, Ezekiel 4, Hosea 4, Amos, Amos 9, Zechariah, Zechariah 1, New Testament, Matt. 9, Matt. 27, Matt. 11, Matt. 21, Matt. 26, Mark 15, Mark 2, Luke 21, Luke 1, Luke 10, Luke 22, John 19, John 1, John 2, John 15, Acts, Acts 2, Acts 18, Rom. 14, 1 Cor. 6, Eph. 5, 1 Tim. 3, Revelation, Rev. 8, Rev. 14, Rev. 19, D&C 58, JST",1499
"New Testament, Matt. 8, Mark 7, Luke 7, John 7, Acts 2, Romans",1500
"Bible, Ex. 30, Ex. 21, Leviticus 5, New Testament, Matthew 20, Matthew 10, Matt. 22, Matt. 17, Matt. 26, Matt. 5, Matt. 18, Matt. 25, Matt. 21, Mark 12, Mark 14, Mark 11, Luke 20, Luke 10, Luke 7, Luke 15, Luke 12, Luke 21, Luke 19, John 12, John 2, Romans",1501
"Exodus",1502
"Bible, Genesis 14, Genesis 28, Leviticus 12, Leviticus 27, Numbers 18, Deuteronomy 12, Nehemiah 1, Nehemiah 13, Neh. 1, Neh, Isaiah 66, Isaiah 6, Isaiah 52, Jer. 18, Lamentations 4, Malachi, Malachi 3, Alma 7, Moroni 7, New Testament, Matt. 23, Luke 11, Acts 9, Rom. 9, 1 Cor. 6, 1 Thes. 4, 2 Tim. 2, Rev. 2, D&C 76, D&C 38, Joseph Smith Translation, JST",1503
"Deuteronomy, Je 39, Ezekiel, Ezekiel 11, Ezek, New Testament",1504
"Leviticus 15, Leviticus 12, Numbers 5, Zechariah, Matt. 3, Luke 1, Luke 3, John 1, John 3, Rom. 6",1505
"Bible, books of Jubilees and the, Genesis, Exodus, Leviticus., Deuteronomy, Psalms, Psalms 81, Psalms 150, Psalms 15, Proverbs, Song, Ezekiel, Ezek, Ezekiel 1, Ezekiel 4, Mosiah 1, Book of Mormon, New Testament, Matt. 6, Luke 12, Acts 20, Romans, Rom. 12, Revelation, Doctrine and Covenants 91, Joseph Smith Translation, JST",1506
"Bible, Genesis, Exodus, Leviticus 4, Leviticus 8, Numbers, Deuteronomy, Judges, Ezra 7, Nehemiah, Neh, Neh. 9, Neh. 8, Psalms, Ps. 81, Ps. 150, Ps. 18, Proverbs, Ecclesiastes, Song, Lamentations, Ezekiel, Ezekiel 31, Ezek, New Testament, Matt. 5, Luke 16, Luke 24, Rom. 3, Hebrews",1507
"New Testament, Romans, Titus",1508
"Numbers, New Testament, Revelation 6, Rev. 1, Rev. 13",1509
"Ex. 21, Leviticus 20, Leviticus 24, Numbers 35, Numbers 15, Deuteronomy 17, New Testament, Luke 4, John 18, John 8, Acts 14, Acts 6, Acts, Acts 7, Acts 22, Romans",1510
"Leviticus 16, Deuteronomy 18, New Testament, Acts 1, Romans",1511
"Bible, Genesis, Ex. 20, Judg. 9, Judg. 16, Judg. 14, Jacob 4, Book of Mormon, New Testament, Matt. 27, Acts 5, Acts 16, Romans, Philip. 1, JST",1512
"Bible, New Testament, Matt. 24, Matt. 3, Luke 2, Acts, Acts 12, Romans, Titus",1513
"Bible, Amos, Romans",1514
"No scriptures",1515
"No scriptures",1516
"No scriptures",1517
"Deuteronomy 25, New Testament, Matthew 5, Matthew 6, Matt. 19, Mark 10, Luke 12, Luke 22, Luke 6, Luke 18, Acts 20, Ephesians 4, Ephesians, Hebrews, Joseph Smith Translation",1518
"No scriptures",1519
"Bible, Ex. 1, Song, 1 Ne. 19, Book of Mormon, New Testament, Rev. 19",1520
"No scriptures",1521
"No scriptures",1522
"No scriptures",1523
"No scriptures",1524
"No scriptures",1525
"Matthew 20",1526
"Mosiah 3, Mosiah 1, Mosiah 4, Alma 32, Alma 9, Helaman 15, Book of Mormon, Moroni 10, Moroni 7, New Testament, Matt. 15, Matt. 8, Mark 14, Mark 10, Luke 8, Luke 23, John 4, John 20, John 12, John 8, Acts 8, Acts 10, Galatians, Gal. 3, Doctrine and Covenants 132, D&C 18, D&C 121, D&C 137, D&C 46, D&C 132, D&C 131, D&C 31, Moses 1, Moses 5",1527
"No scriptures",1528
"No scriptures",1529
"Revelation, D&C 28, D&C 30, D&C 32",1530
"No scriptures",1531
"Book of Mormon, Moroni 10, Doctrine and Covenants",1532
"Bible, Book of Mormon, New Testament",1533
"No scriptures",1534
"No scriptures",1535
"Bible, Book of Mormon, Doctrine and Covenants",1536
"No scriptures",1537
"No scriptures",1538
"No scriptures",1539
"No scriptures",1540
"Genesis, Genesis 1, Genesis 15, Exodus 14, Ex. 20, Ex. 14, Judges 3, Psalms 106, Psalms, Ps. 106, Ps. 8, Song, Isaiah 2, Isaiah 33, Jer. 11, Micah, Micah 6, Habakkuk, Habakkuk 2, Malachi 3, Book of Mormon, Moses.",1541
"No scriptures",1542
"Psalms, Song, Book of Mormon",1543
"Book of Mormon",1544
"No scriptures",1545
"No scriptures",1546
"Matthew 13, Matt. 13, Luke 15, John 1, Acts, Heb. 2",1547
"No scriptures",1548
"No scriptures",1549
"No scriptures",1550
"No scriptures",1551
"No scriptures",1552
"No scriptures",1553
"No scriptures",1554
"No scriptures",1555
"No scriptures",1556
"No scriptures",1557
"No scriptures",1558
"No scriptures",1559
"No scriptures",1560
"Book of Mormon, Ether 4, Revelation",1561
"No scriptures",1562
"No scriptures",1563
"No scriptures",1564
"No scriptures",1565
"Daniel 9, Book of Mormon, Doctrine and Covenants, D&C 88",1566
"No scriptures",1567
"Bible",1568
"No scriptures",1569
"Bible, Song, Alma 13, Book of Mormon, Moroni 2, Moroni 3, Revelation 14, Revelation, Rev., Rev. 14, Doctrine and Covenants, Doctrine and Covenants 20, Doctrine and Covenants 18, Doctrine and Covenants 27, D&C 128",1570
"No scriptures",1571
"Numbers 1, Book of Mormon, New Testament, Doctrine and Covenants 104, D&C 104",1572
"Acts, Doctrine and Covenants, D&C 49",1573
"Mosiah 3, Matthew 18, Matt. 24, Mark 9, Luke 8, John 17, Acts 4, Eph. 4, Philip. 1, Rev. 13, Moses 7",1574
"Bible, Doctrine and Covenants, Joseph Smith Translation, JST",1575
"No scriptures",1576
"No scriptures",1577
"No scriptures",1578
"No scriptures",1579
"No scriptures",1580
"Bible, Book of Mormon",1581
"No scriptures",1582
"No scriptures",1583
"Bible",1584
"No scriptures",1585
"Bible, Book of Mormon",1586
"Alma 40, Book of Mormon, Doctrine and Covenants 42, D&C",1587
"Bible, Genesis 2, Genesis 22, Neh, Psalms 19, Psalms 62, Ps. 46, Jer. 8, Habakkuk 2, Alma 26, Alma 14, Alma 30, Book of Mormon, Matt. 11, Luke 23, John 8, Revelation, Rev. 8, D&C 38, D&C 42, D&C 88, Moses 6",1588
"No scriptures",1589
"No scriptures",1590
"No scriptures",1591
"No scriptures",1592
"No scriptures",1593
"No scriptures",1594
"No scriptures",1595
"No scriptures",1596
"No scriptures",1597
"No scriptures",1598
"Genesis, 2 Ne. 2, 1 Cor. 15",1599
"No scriptures",1600
"Alma 5",1601
"No scriptures",1602
"No scriptures",1603
"No scriptures",1604
"No scriptures",1605
"Alma 34, Alma 12, Book of Mormon, Ether 10, Ether 14, John 1, 1 Cor. 2, D&C 9, D&C 93, D&C 88, D&C 29, D&C 130",1606
"No scriptures",1607
"Genesis 18, Proverbs 1, Alma 41, John 3, D&C 60",1608
"No scriptures",1609
"Book of Mormon",1610
"Book of Mormon",1611
"No scriptures",1612
"No scriptures",1613
"No scriptures",1614
"Numbers, Hosea, Titus",1615
"Bible, Genesis 17, Leviticus 14, Numbers 19, Je 17, Ezekiel 36, Ezek, New Testament, Matt. 3, John 1, Romans 6, Rom. 6, 1 Cor. 10, 1 Pet. 3, Moses 6, JST",1616
"Book of Mormon, Doctrine and Covenants 76",1617
"Doctrine and Covenants 12, Doctrine and Covenants, Doctrine and Covenants 132",1618
"Genesis, Genesis 3, Judges 5, New Testament, D&C 38, Moses 2",1619
"No scriptures",1620
"No scriptures",1621
"No scriptures",1622
"No scriptures",1623
"No scriptures",1624
"No scriptures",1625
"Hebrews",1626
"Exodus, New Testament",1627
"Genesis 50, JST",1628
"Bible, Exodus, Joshua, 2 Kings 10, Ezra 7, Nehemiah, Neh, Psalms, Proverbs 8, Proverbs, Ecclesiastes, Song of Solomon, Song, Isaiah 34, Isaiah 5, Isaiah 1, Lamentations, Ezekiel 25, Ezekiel 37, Ezek, Daniel, Hosea, Amos, Micah, Nahum, Habakkuk, Zephaniah, Haggai, Zechariah, Malachi, Jacob 5, Alma 32, Book of Mormon, New Testament, Matt., Acts, Romans 11, Ephesians 2, Hebrews, Epistles of Peter, Revelation, Rev., Doctrine and Covenants, Articles of Faith",1629
"No scriptures",1630
"No scriptures",1631
"No scriptures",1632
"No scriptures",1633
"Bible",1634
"No scriptures",1635
"No scriptures",1636
"No scriptures",1637
"No scriptures",1638
"Bible, Book of Mormon",1639
"No scriptures",1640
"No scriptures",1641
"No scriptures",1642
"No scriptures",1643
"No scriptures",1644
"No scriptures",1645
"Bible, books of Moses and Abraham, Exodus, Ps. 8, Ps. 82, Malachi, Alma 39, Book of Mormon, Moroni 10, New Testament, Matt. 13, Matt. 22, Hebrews, Doctrine and Covenants, D&C 132, D&C 138, Moses 1",1646
"Book of Mormon",1647
"No scriptures",1648
"Hosea",1649
"Judges",1650
"No scriptures",1651
"Bible, Book of Mormon, New Testament, Romans 11",1652
"Book of Mormon",1653
"No scriptures",1654
"No scriptures",1655
"No scriptures",1656
"Bible, Book of Mormon, Acts, Doctrine and Covenants, Joseph Smith Translation, JST",1657
"No scriptures",1658
"No scriptures",1659
"No scriptures",1660
"No scriptures",1661
"No scriptures",1662
"Book of Mormon, Matt. 2, Doctrine and Covenants",1663
"Bible",1664
"No scriptures",1665
"No scriptures",1666
"No scriptures",1667
"No scriptures",1668
"Helaman, Book of Mormon, Moroni 7, Luke 10",1669
"Omni 1",1670
"Bible, Psalms 110, Psalms, Jer. 6, 2 Ne. 9, Book of Mormon, Acts 4, Rom. 2, Doctrine and Covenants 76, D&C 45",1671
